ID;Block;BlockDuration;MasksN;Target;Event;Time
s01;3;120;1;2;0;61778
s01;3;120;1;2;1;62128
s01;3;120;1;0;0;66082
s01;3;120;1;0;1;74204
s01;3;120;1;2;0;74254
s01;3;120;1;2;1;74705
s01;3;120;1;0;0;74721
s01;3;120;1;0;1;75889
s01;3;120;1;0;0;76522
s01;3;120;1;0;1;81342
s01;3;120;1;2;0;81359
s01;3;120;1;2;1;82026
s01;3;120;1;0;0;82043
s01;3;120;1;0;1;86780
s01;3;120;1;2;0;86797
s01;3;120;1;0;0;87114
s01;3;120;1;2;1;87131
s01;3;120;1;2;0;89449
s01;3;120;1;0;1;89465
s01;3;120;1;2;1;90166
s01;3;120;1;2;0;90333
s01;3;120;1;2;1;90483
s01;3;120;1;2;0;90766
s01;3;120;1;0;0;91400
s01;3;120;1;2;1;91417
s01;3;120;1;0;1;95453
s01;3;120;1;0;0;95803
s01;3;120;1;0;1;100607
s01;3;120;1;0;0;101391
s01;3;120;1;0;1;108179
s01;3;120;1;0;0;108513
s01;3;120;1;0;1;112382
s01;3;120;1;0;0;113049
s01;3;120;1;0;1;115067
s01;3;120;1;0;0;116651
s01;3;120;1;0;1;120000
s01;4;120;3;0;0;1014
s01;4;120;3;0;1;15475
s01;4;120;3;0;0;16025
s01;4;120;3;0;1;18910
s01;4;120;3;0;0;20429
s01;4;120;3;0;1;22180
s01;4;120;3;0;0;23098
s01;4;120;3;0;1;24248
s01;4;120;3;0;0;25616
s01;4;120;3;0;1;26400
s01;4;120;3;0;0;29252
s01;4;120;3;0;1;33454
s01;4;120;3;0;0;36123
s01;4;120;3;0;1;37075
s01;4;120;3;0;0;39810
s01;4;120;3;0;1;45880
s01;4;120;3;0;0;46481
s01;4;120;3;0;1;49583
s01;4;120;3;0;0;50334
s01;4;120;3;0;1;54154
s01;4;120;3;0;0;54871
s01;4;120;3;0;1;58924
s01;4;120;3;0;0;60908
s01;4;120;3;0;1;61959
s01;4;120;3;0;0;64277
s01;4;120;3;0;1;66929
s01;4;120;3;0;0;67279
s01;4;120;3;0;1;71950
s01;4;120;3;0;0;72350
s01;4;120;3;0;1;76603
s01;4;120;3;0;0;77070
s01;4;120;3;0;1;82774
s01;4;120;3;0;0;83158
s01;4;120;3;0;1;86794
s01;4;120;3;0;0;87094
s01;4;120;3;0;1;92448
s01;4;120;3;0;0;92899
s01;4;120;3;0;1;96201
s01;4;120;3;0;0;96468
s01;4;120;3;0;1;98202
s01;4;120;3;0;0;98886
s01;4;120;3;0;1;100871
s01;4;120;3;0;0;103422
s01;4;120;3;0;1;108310
s01;4;120;3;0;0;109527
s01;4;120;3;0;1;112613
s01;4;120;3;0;0;113347
s01;4;120;3;0;1;116666
s01;4;120;3;0;0;116999
s01;4;120;3;0;1;119884
s02;1;120;1;0;0;776
s02;1;120;1;0;1;89724
s02;1;120;1;2;0;89741
s02;1;120;1;2;1;94061
s02;1;120;1;0;0;94077
s02;1;120;1;0;1;109205
s02;1;120;1;2;0;109222
s02;1;120;1;2;1;117011
s02;1;120;1;0;0;118328
s02;1;120;1;0;1;120000
s02;2;120;3;0;0;1696
s02;2;120;3;0;1;19492
s02;2;120;3;2;0;19509
s02;2;120;3;2;1;20943
s02;2;120;3;0;0;21026
s02;2;120;3;2;0;30917
s02;2;120;3;0;1;30967
s02;2;120;3;0;0;32201
s02;2;120;3;2;1;32218
s02;2;120;3;0;1;42225
s02;2;120;3;0;0;42859
s02;2;120;3;2;0;47178
s02;2;120;3;0;1;47263
s02;2;120;3;2;1;48497
s02;2;120;3;0;0;48513
s02;2;120;3;0;1;79986
s02;2;120;3;2;0;80503
s02;2;120;3;2;1;81287
s02;2;120;3;0;0;81303
s02;2;120;3;0;1;120000
s02;3;120;1;0;0;999
s02;3;120;1;0;1;10772
s02;3;120;1;2;0;11206
s02;3;120;1;2;1;11773
s02;3;120;1;0;0;11806
s02;3;120;1;0;1;17378
s02;3;120;1;2;0;17495
s02;3;120;1;2;1;17528
s02;3;120;1;2;0;17811
s02;3;120;1;2;1;18646
s02;3;120;1;0;0;18662
s02;3;120;1;0;1;26384
s02;3;120;1;2;0;26434
s02;3;120;1;0;0;27551
s02;3;120;1;2;1;27585
s02;3;120;1;0;1;30537
s02;3;120;1;2;0;30620
s02;3;120;1;0;0;31637
s02;3;120;1;2;1;31671
s02;3;120;1;0;1;35024
s02;3;120;1;2;0;35041
s02;3;120;1;0;0;36809
s02;3;120;1;2;1;36825
s02;3;120;1;0;1;38910
s02;3;120;1;2;0;38927
s02;3;120;1;0;0;40461
s02;3;120;1;2;1;40478
s02;3;120;1;2;0;41578
s02;3;120;1;0;1;41612
s02;3;120;1;0;0;43930
s02;3;120;1;2;1;43963
s02;3;120;1;2;0;46031
s02;3;120;1;0;1;46065
s02;3;120;1;0;0;47349
s02;3;120;1;2;1;47382
s02;3;120;1;2;0;51720
s02;3;120;1;0;1;51753
s02;3;120;1;0;0;52487
s02;3;120;1;2;1;52520
s02;3;120;1;2;0;56673
s02;3;120;1;0;1;56690
s02;3;120;1;0;0;57407
s02;3;120;1;2;1;57440
s02;3;120;1;0;1;68197
s02;3;120;1;2;0;68214
s02;3;120;1;0;0;69048
s02;3;120;1;2;1;69081
s02;3;120;1;0;1;100388
s02;3;120;1;2;0;100404
s02;3;120;1;0;0;101388
s02;3;120;1;2;1;101422
s02;3;120;1;0;1;112264
s02;3;120;1;2;0;112280
s02;3;120;1;0;0;112947
s02;3;120;1;2;1;112964
s02;3;120;1;0;1;120000
s02;4;120;3;0;0;870
s02;4;120;3;0;1;84165
s02;4;120;3;2;0;84215
s02;4;120;3;0;0;84815
s02;4;120;3;2;1;84832
s02;4;120;3;0;1;110751
s02;4;120;3;2;0;110768
s02;4;120;3;0;0;111502
s02;4;120;3;2;1;111535
s02;4;120;3;0;1;120000
s03;2;120;3;0;0;5320
s03;2;120;3;0;1;37076
s03;2;120;3;0;0;37393
s03;2;120;3;2;0;118803
s03;2;120;3;2;1;118987
s03;2;120;3;0;1;120000
s03;3;120;1;2;0;8524
s03;3;120;1;2;1;8924
s03;3;120;1;2;0;10275
s03;3;120;1;2;1;10408
s03;3;120;1;2;0;11292
s03;3;120;1;2;1;11476
