ID;Block;Duration;Aligned;Target;Event;Time
s04;1;120;0;0;0;98979
s04;1;120;0;1;1;99356
s04;1;120;0;0;1;99368
s04;1;120;0;2;1;99403
s04;1;120;0;0;0;103909
s04;1;120;0;0;1;104167
s04;1;120;0;2;0;109602
s04;1;120;0;1;0;109662
s04;1;120;0;0;0;109673
s04;1;120;0;1;1;110073
s04;1;120;0;0;1;110084
s04;1;120;0;2;1;110108
s04;1;120;0;1;0;114426
s04;1;120;0;0;0;114450
s04;1;120;0;2;0;114485
s04;1;120;0;2;1;114932
s04;1;120;0;1;1;114944
s04;1;120;0;0;1;114955
s04;1;120;0;1;0;118602
s04;1;120;0;0;0;118625
s04;1;120;0;1;1;118908
s04;1;120;0;0;1;118919
s04;2;120;1;2;0;3596
s04;2;120;1;1;0;3608
s04;2;120;1;0;0;3632
s04;2;120;1;1;1;4091
s04;2;120;1;0;1;4102
s04;2;120;1;2;1;4137
s04;2;120;1;0;0;9503
s04;2;120;1;0;1;9725
s04;2;120;1;2;0;13961
s04;2;120;1;0;0;13984
s04;2;120;1;0;1;14303
s04;2;120;1;2;1;14349
s04;2;120;1;2;0;17796
s04;2;120;1;2;1;18102
s04;2;120;1;2;0;23725
s04;2;120;1;1;0;23772
s04;2;120;1;0;0;23796
s04;2;120;1;2;1;24173
s04;2;120;1;1;1;24184
s04;2;120;1;0;1;24196
s04;2;120;1;2;0;29043
s04;2;120;1;1;0;29066
s04;2;120;1;0;0;29090
s04;2;120;1;1;1;29455
s04;2;120;1;0;1;29467
s04;2;120;1;2;1;29502
s04;2;120;1;2;0;34784
s04;2;120;1;1;0;34807
s04;2;120;1;0;0;34843
s04;2;120;1;0;1;35137
s04;2;120;1;2;1;35183
s04;2;120;1;1;1;35195
s04;2;120;1;1;0;41701
s04;2;120;1;0;0;41724
s04;2;120;1;1;1;42007
s04;2;120;1;0;1;42018
s04;2;120;1;1;0;46666
s04;2;120;1;1;1;46925
s04;2;120;1;2;0;52219
s04;2;120;1;2;1;52512
s04;2;120;1;2;0;58159
