ID;Block;ConditionLabel;Time;Target;Event;Key;EventLabel
s09;6;1 mask;14.43;1;0;K;Pressed
s09;6;1 mask;15.04;0;1;J;Released
s09;6;1 mask;15.05;1;1;K;Released
s09;6;1 mask;18.94;0;0;J;Pressed
s09;6;1 mask;18.97;1;0;K;Pressed
s09;6;1 mask;20.02;1;1;K;Released
s09;6;1 mask;20.13;0;1;J;Released
s09;6;1 mask;22.46;0;0;J;Pressed
s09;6;1 mask;22.47;1;0;K;Pressed
s09;6;1 mask;23.43;0;1;J;Released
s09;6;1 mask;23.44;1;1;K;Released
s09;6;1 mask;27.15;0;0;J;Pressed
s09;6;1 mask;27.15;1;0;K;Pressed
s09;6;1 mask;27.25;0;1;J;Released
s09;6;1 mask;27.29;1;1;K;Released
s09;6;1 mask;29.96;0;0;J;Pressed
s09;6;1 mask;29.96;1;0;K;Pressed
