ID;Time;Target;Event;Key;EventLabel
s08;142.78;1;1;K;Released
s08;143.72;0;0;J;Pressed
s08;143.86;0;1;J;Released
s08;145.62;1;0;K;Pressed
s08;145.75;1;1;K;Released
s08;146.34;0;0;J;Pressed
s08;146.48;0;1;J;Released
s08;148.42;1;0;K;Pressed
s08;148.58;1;1;K;Released
s08;149.76;0;0;J;Pressed
s08;149.89;0;1;J;Released
s08;150.67;1;0;K;Pressed
s08;150.87;1;1;K;Released
s08;155.8;0;0;J;Pressed
s08;155.83;1;0;K;Pressed
s08;155.95;0;1;J;Released
s08;155.97;1;1;K;Released
s08;156.37;1;0;K;Pressed
s08;156.5;1;1;K;Released
s08;159.48;1;0;K;Pressed
s08;159.59;1;1;K;Released
s08;162.12;1;0;K;Pressed
s08;162.26;1;1;K;Released
s08;163.01;1;0;K;Pressed
s08;163.2;1;1;K;Released
s08;165.47;0;0;J;Pressed
s08;165.47;1;0;K;Pressed
s08;165.59;0;1;J;Released
s08;165.61;1;1;K;Released
s08;166.56;1;0;K;Pressed
s08;166.72;1;1;K;Released
s08;168.97;0;0;J;Pressed
s08;169.01;1;0;K;Pressed
s08;169.08;0;1;J;Released
s08;169.12;1;1;K;Released
s08;173.06;0;0;J;Pressed
s08;173.26;0;1;J;Released
s08;174.64;0;0;J;Pressed
s08;174.64;1;0;K;Pressed
s08;174.8;0;1;J;Released
s08;174.81;1;1;K;Released
s08;175.34;1;0;K;Pressed
s08;175.48;1;1;K;Released
s08;178.87;1;0;K;Pressed
s08;179.03;1;1;K;Released
s08;181.25;0;0;J;Pressed
s08;181.25;1;0;K;Pressed
s08;181.41;0;1;J;Released
s08;181.41;1;1;K;Released
s08;181.84;1;0;K;Pressed
s08;181.97;1;1;K;Released
s08;184.5;0;0;J;Pressed
s08;184.66;0;1;J;Released
s08;185.01;1;0;K;Pressed
s08;185.16;1;1;K;Released
s08;187.03;1;0;K;Pressed
s08;187.19;1;1;K;Released
s08;188.45;0;0;J;Pressed
s08;188.59;0;1;J;Released
s08;191.03;1;0;K;Pressed
s08;191.17;1;1;K;Released
s08;191.62;1;0;K;Pressed
s08;191.78;1;1;K;Released
s08;193.87;0;0;J;Pressed
s08;193.87;1;0;K;Pressed
s08;194.03;0;1;J;Released
s08;194.05;1;1;K;Released
s08;194.81;1;0;K;Pressed
s08;194.92;1;1;K;Released
s08;200.69;1;0;K;Pressed
s08;200.86;1;1;K;Released
s08;201.55;0;0;J;Pressed
s08;201.72;0;1;J;Released
s08;203.08;1;0;K;Pressed
s08;203.25;1;1;K;Released
s08;204.73;0;0;J;Pressed
s08;204.94;0;1;J;Released
s08;206.3;0;0;J;Pressed
s08;206.31;1;0;K;Pressed
s08;206.42;0;1;J;Released
s08;206.44;1;1;K;Released
s08;207.23;1;0;K;Pressed
s08;207.37;1;1;K;Released
s08;208.59;0;0;J;Pressed
s08;208.72;0;1;J;Released
s09;3.64;0;0;J;Pressed
s09;3.64;1;0;K;Pressed
s09;3.7800000000000002;0;1;J;Released
s09;3.7800000000000002;1;1;K;Released
s09;4.28;0;0;J;Pressed
s09;4.28;1;0;K;Pressed
s09;4.41;0;1;J;Released
s09;4.41;1;1;K;Released
s09;4.94;1;0;K;Pressed
s09;5.14;1;1;K;Released
s09;5.73;0;0;J;Pressed
s09;5.84;0;1;J;Released
s09;6.84;0;0;J;Pressed
s09;6.86;1;0;K;Pressed
s09;6.94;0;1;J;Released
s09;6.94;1;1;K;Released
s09;7.5;0;0;J;Pressed
s09;7.5;1;0;K;Pressed
s09;7.59;0;1;J;Released
s09;7.61;1;1;K;Released
s09;8.09;1;0;K;Pressed
s09;8.22;1;1;K;Released
s09;10.11;0;0;J;Pressed
s09;10.11;1;0;K;Pressed
s09;10.22;0;1;J;Released
s09;10.22;1;1;K;Released
s09;10.66;0;0;J;Pressed
s09;10.66;1;0;K;Pressed
s09;10.73;0;1;J;Released
s09;10.73;1;1;K;Released
s09;11.31;1;0;K;Pressed
s09;11.45;1;1;K;Released
s09;12.05;0;0;J;Pressed
s09;12.12;0;1;J;Released
s09;13.3;0;0;J;Pressed
s09;13.31;1;0;K;Pressed
s09;13.39;0;1;J;Released
s09;13.41;1;1;K;Released
s09;13.83;0;0;J;Pressed
s09;13.83;1;0;K;Pressed
s09;13.89;0;1;J;Released
s09;13.91;1;1;K;Released
s09;14.5;1;0;K;Pressed
s09;14.59;1;1;K;Released
s09;15.14;0;0;J;Pressed
s09;15.23;0;1;J;Released
s09;16.37;0;0;J;Pressed
s09;16.37;1;0;K;Pressed
s09;16.42;0;1;J;Released
s09;16.42;1;1;K;Released
s09;16.86;0;0;J;Pressed
s09;16.86;1;0;K;Pressed
s09;16.91;0;1;J;Released
s09;16.92;1;1;K;Released
s09;17.62;1;0;K;Pressed
s09;17.72;1;1;K;Released
s09;18.06;0;0;J;Pressed
s09;18.16;0;1;J;Released
s09;19.36;0;0;J;Pressed
s09;19.39;1;0;K;Pressed
s09;19.45;0;1;J;Released
s09;19.45;1;1;K;Released
s09;20.02;0;0;J;Pressed
s09;20.02;1;0;K;Pressed
s09;20.08;0;1;J;Released
s09;20.11;1;1;K;Released
s09;20.67;1;0;K;Pressed
s09;20.78;1;1;K;Released
s09;21.14;0;0;J;Pressed
s09;21.23;0;1;J;Released
s09;22.37;0;0;J;Pressed
s09;22.37;1;0;K;Pressed
s09;22.44;0;1;J;Released
s09;22.45;1;1;K;Released
s09;23.06;0;0;J;Pressed
s09;23.06;1;0;K;Pressed
s09;23.14;0;1;J;Released
s09;23.14;1;1;K;Released
s09;23.66;0;0;J;Pressed
s09;23.72;0;1;J;Released
s09;24.58;0;0;J;Pressed
s09;24.64;0;1;J;Released
s09;25.83;1;0;K;Pressed
s09;25.95;1;1;K;Released
s09;26.44;0;0;J;Pressed
s09;26.44;1;0;K;Pressed
s09;26.52;0;1;J;Released
s09;26.53;1;1;K;Released
s09;26.94;1;0;K;Pressed
s09;27.06;1;1;K;Released
s09;27.77;0;0;J;Pressed
s09;27.89;0;1;J;Released
s09;28.8;0;0;J;Pressed
s09;28.81;1;0;K;Pressed
s09;28.83;1;1;K;Released
s09;28.87;0;1;J;Released
s09;29.52;0;0;J;Pressed
s09;29.52;1;0;K;Pressed
s09;29.62;0;1;J;Released
s09;29.62;1;1;K;Released
s09;30.16;1;0;K;Pressed
s09;30.22;1;1;K;Released
s09;30.61;0;0;J;Pressed
s09;30.69;0;1;J;Released
s09;32.5;0;0;J;Pressed
s09;32.5;1;0;K;Pressed
s09;32.59;0;1;J;Released
s09;32.59;1;1;K;Released
s09;33.28;1;0;K;Pressed
s09;33.39;1;1;K;Released
s09;33.98;0;0;J;Pressed
s09;34.08;0;1;J;Released
s09;35.08;0;0;J;Pressed
s09;35.08;1;0;K;Pressed
s09;35.14;0;1;J;Released
s09;35.16;1;1;K;Released
s09;35.94;0;0;J;Pressed
s09;35.94;1;0;K;Pressed
s09;36.03;0;1;J;Released
s09;36.05;1;1;K;Released
s09;36.59;1;0;K;Pressed
s09;36.72;1;1;K;Released
s09;37.09;0;0;J;Pressed
s09;37.3;0;1;J;Released
s09;38.5;1;0;K;Pressed
s09;38.55;0;0;J;Pressed
s09;38.67;0;1;J;Released
s09;38.67;1;1;K;Released
s09;38.98;0;0;J;Pressed
s09;38.98;1;0;K;Pressed
s09;39.09;0;1;J;Released
s09;39.11;1;1;K;Released
s09;39.62;1;0;K;Pressed
s09;39.73;1;1;K;Released
s09;40.05;0;0;J;Pressed
s09;40.17;0;1;J;Released
s09;41.34;0;0;J;Pressed
s09;41.34;1;0;K;Pressed
s09;41.44;0;1;J;Released
s09;41.45;1;1;K;Released
s09;41.87;0;0;J;Pressed
s09;41.87;1;0;K;Pressed
s09;41.97;0;1;J;Released
s09;41.98;1;1;K;Released
s09;42.83;1;0;K;Pressed
s09;42.97;1;1;K;Released
s09;43.53;0;0;J;Pressed
s09;43.78;0;1;J;Released
s09;44.75;0;0;J;Pressed
s09;44.75;1;0;K;Pressed
s09;44.91;0;1;J;Released
s09;44.91;1;1;K;Released
s09;45.27;0;0;J;Pressed
s09;45.27;1;0;K;Pressed
s09;45.37;0;1;J;Released
s09;45.39;1;1;K;Released
s09;45.98;1;0;K;Pressed
s09;46.11;1;1;K;Released
s09;46.5;0;0;J;Pressed
s09;46.62;0;1;J;Released
s09;47.86;0;0;J;Pressed
s09;47.86;1;0;K;Pressed
s09;47.94;0;1;J;Released
s09;47.95;1;1;K;Released
s09;48.37;0;0;J;Pressed
s09;48.37;1;0;K;Pressed
s09;48.48;0;1;J;Released
s09;48.48;1;1;K;Released
s09;49.05;1;0;K;Pressed
s09;49.16;1;1;K;Released
s09;49.66;0;0;J;Pressed
s09;49.73;0;1;J;Released
s09;51.05;0;0;J;Pressed
s09;51.05;1;0;K;Pressed
s09;51.14;0;1;J;Released
s09;51.14;1;1;K;Released
s09;51.61;0;0;J;Pressed
s09;51.61;1;0;K;Pressed
s09;51.69;0;1;J;Released
s09;51.7;1;1;K;Released
s09;52.33;1;0;K;Pressed
s09;52.44;1;1;K;Released
s09;52.78;0;0;J;Pressed
s09;52.89;0;1;J;Released
s09;54.05;0;0;J;Pressed
s09;54.06;1;0;K;Pressed
s09;54.12;1;1;K;Released
s09;54.14;0;1;J;Released
s09;54.72;0;0;J;Pressed
s09;54.72;1;0;K;Pressed
s09;54.81;0;1;J;Released
s09;54.83;1;1;K;Released
s09;55.37;1;0;K;Pressed
s09;55.5;1;1;K;Released
s09;55.87;0;0;J;Pressed
s09;55.98;0;1;J;Released
s09;57.16;0;0;J;Pressed
s09;57.25;0;1;J;Released
s09;57.8;0;0;J;Pressed
s09;57.8;1;0;K;Pressed
s09;57.87;0;1;J;Released
s09;57.91;1;1;K;Released
s09;58.66;1;0;K;Pressed
s09;58.78;1;1;K;Released
s09;59.16;0;0;J;Pressed
s09;59.25;0;1;J;Released
s09;60.05;0;0;J;Pressed
s09;60.05;1;0;K;Pressed
s09;60.14;0;1;J;Released
s09;60.14;1;1;K;Released
s09;61.0;0;0;J;Pressed
s09;61.0;1;0;K;Pressed
s09;61.06;0;1;J;Released
s09;61.08;1;1;K;Released
s09;61.66;1;0;K;Pressed
s09;61.78;1;1;K;Released
s09;62.33;0;0;J;Pressed
s09;62.41;0;1;J;Released
s09;63.75;0;0;J;Pressed
s09;63.75;1;0;K;Pressed
s09;63.86;0;1;J;Released
s09;63.86;1;1;K;Released
s09;64.2;0;0;J;Pressed
s09;64.2;1;0;K;Pressed
s09;64.28;0;1;J;Released
s09;64.28;1;1;K;Released
s09;64.84;1;0;K;Pressed
s09;64.95;1;1;K;Released
s09;65.36;0;0;J;Pressed
s09;65.44;0;1;J;Released
s09;66.77;0;0;J;Pressed
s09;66.77;1;0;K;Pressed
s09;66.86;0;1;J;Released
s09;66.86;1;1;K;Released
s09;67.55;1;0;K;Pressed
s09;67.58;0;0;J;Pressed
s09;67.67;0;1;J;Released
s09;67.69;1;1;K;Released
s09;68.14;1;0;K;Pressed
s09;68.25;1;1;K;Released
s09;68.58;0;0;J;Pressed
s09;68.67;0;1;J;Released
s09;69.89;0;0;J;Pressed
s09;69.89;1;0;K;Pressed
s09;69.95;0;1;J;Released
s09;69.97;1;1;K;Released
s09;70.61;0;0;J;Pressed
s09;70.61;1;0;K;Pressed
s09;70.7;0;1;J;Released
s09;70.7;1;1;K;Released
s09;71.22;1;0;K;Pressed
s09;71.31;1;1;K;Released
s09;71.75;0;0;J;Pressed
s09;71.86;0;1;J;Released
s09;73.11;0;0;J;Pressed
s09;73.19;0;1;J;Released
s09;73.77;0;0;J;Pressed
s09;73.77;1;0;K;Pressed
s09;73.81;0;1;J;Released
s09;73.83;1;1;K;Released
s09;74.47;1;0;K;Pressed
s09;74.56;1;1;K;Released
s09;75.0;1;0;K;Pressed
s09;75.03;1;1;K;Released
s09;75.28;0;0;J;Pressed
s09;75.36;0;1;J;Released
s09;76.31;0;0;J;Pressed
s09;76.33;1;0;K;Pressed
s09;76.39;0;1;J;Released
s09;76.41;1;1;K;Released
s09;76.98;0;0;J;Pressed
s09;76.98;1;0;K;Pressed
s09;77.08;0;1;J;Released
s09;77.09;1;1;K;Released
s09;77.72;1;0;K;Pressed
s09;77.83;1;1;K;Released
s09;78.42;0;0;J;Pressed
s09;78.55;0;1;J;Released
s09;79.53;0;0;J;Pressed
s09;79.55;1;0;K;Pressed
s09;79.62;0;1;J;Released
s09;79.62;1;1;K;Released
s09;80.19;0;0;J;Pressed
s09;80.2;1;0;K;Pressed
s09;80.27;0;1;J;Released
s09;80.28;1;1;K;Released
s09;80.92;1;0;K;Pressed
s09;81.02;1;1;K;Released
s09;81.56;0;0;J;Pressed
s09;81.62;0;1;J;Released
s09;82.09;0;0;J;Pressed
s09;82.11;1;0;K;Pressed
s09;82.2;0;1;J;Released
s09;82.22;1;1;K;Released
s09;83.58;0;0;J;Pressed
s09;83.58;1;0;K;Pressed
s09;83.66;0;1;J;Released
s09;83.67;1;1;K;Released
s09;84.09;1;0;K;Pressed
s09;84.19;1;1;K;Released
s09;84.72;0;0;J;Pressed
s09;84.81;0;1;J;Released
s09;86.05;0;0;J;Pressed
s09;86.06;1;0;K;Pressed
s09;86.11;0;1;J;Released
s09;86.12;1;1;K;Released
s09;86.89;0;0;J;Pressed
s09;86.89;1;0;K;Pressed
s09;87.0;0;1;J;Released
s09;87.0;1;1;K;Released
s09;88.77;0;0;J;Pressed
s09;88.84;0;1;J;Released
s09;89.94;0;0;J;Pressed
s09;89.94;1;0;K;Pressed
s09;89.98;0;1;J;Released
s09;90.03;1;1;K;Released
s09;92.22;0;0;J;Pressed
s09;92.22;1;0;K;Pressed
s09;92.31;0;1;J;Released
s09;92.33;1;1;K;Released
s09;92.8;0;0;J;Pressed
s09;92.8;1;0;K;Pressed
s09;92.87;0;1;J;Released
s09;92.89;1;1;K;Released
s09;93.77;1;0;K;Pressed
s09;93.89;1;1;K;Released
s09;94.31;0;0;J;Pressed
s09;94.41;0;1;J;Released
s09;95.69;0;0;J;Pressed
s09;95.7;1;0;K;Pressed
s09;95.78;0;1;J;Released
s09;95.8;1;1;K;Released
s09;96.19;0;0;J;Pressed
s09;96.19;1;0;K;Pressed
s09;96.28;0;1;J;Released
s09;96.28;1;1;K;Released
s09;96.86;1;0;K;Pressed
s09;97.0;1;1;K;Released
s09;97.61;0;0;J;Pressed
s09;97.69;0;1;J;Released
s09;100.42;1;0;K;Pressed
s09;100.52;1;1;K;Released
s09;102.66;0;0;J;Pressed
s09;102.66;1;0;K;Pressed
s09;102.7;0;1;J;Released
s09;102.73;1;1;K;Released
s09;103.39;1;0;K;Pressed
s09;103.53;1;1;K;Released
s09;104.16;0;0;J;Pressed
s09;104.22;0;1;J;Released
s09;104.97;0;0;J;Pressed
s09;104.97;1;0;K;Pressed
s09;105.05;0;1;J;Released
s09;105.06;1;1;K;Released
s09;105.55;0;0;J;Pressed
s09;105.56;1;0;K;Pressed
s09;105.62;0;1;J;Released
s09;105.62;1;1;K;Released
s09;106.27;1;0;K;Pressed
s09;106.37;1;1;K;Released
s09;106.86;0;0;J;Pressed
s09;106.95;0;1;J;Released
s09;108.33;0;0;J;Pressed
s09;108.33;1;0;K;Pressed
s09;108.39;0;1;J;Released
s09;108.39;1;1;K;Released
s09;111.45;0;0;J;Pressed
s09;111.45;1;0;K;Pressed
s09;111.55;0;1;J;Released
s09;111.55;1;1;K;Released
s09;111.95;0;0;J;Pressed
s09;111.95;1;0;K;Pressed
s09;112.03;0;1;J;Released
s09;112.05;1;1;K;Released
s09;112.66;1;0;K;Pressed
s09;112.78;1;1;K;Released
s09;113.34;0;0;J;Pressed
s09;113.42;0;1;J;Released
s09;114.75;0;0;J;Pressed
s09;114.75;1;0;K;Pressed
s09;114.81;1;1;K;Released
s09;114.81;0;1;J;Released
s09;115.28;0;0;J;Pressed
s09;115.28;1;0;K;Pressed
s09;115.36;0;1;J;Released
s09;115.36;1;1;K;Released
s09;115.8;1;0;K;Pressed
s09;115.89;1;1;K;Released
s09;116.39;0;0;J;Pressed
s09;116.48;0;1;J;Released
s09;117.83;0;0;J;Pressed
s09;117.84;1;0;K;Pressed
s09;117.91;0;1;J;Released
s09;117.94;1;1;K;Released
s09;118.34;0;0;J;Pressed
s09;118.34;1;0;K;Pressed
s09;118.42;1;1;K;Released
s09;118.45;0;1;J;Released
s09;118.98;1;0;K;Pressed
s09;119.09;1;1;K;Released
s09;119.69;0;0;J;Pressed
s09;119.81;0;1;J;Released
s09;120.64;1;0;K;Pressed
s09;120.73;1;1;K;Released
s09;122.89;0;0;J;Pressed
s09;122.97;0;1;J;Released
s09;124.23;0;0;J;Pressed
s09;124.23;1;0;K;Pressed
s09;124.33;0;1;J;Released
s09;124.33;1;1;K;Released
s09;124.78;1;0;K;Pressed
s09;124.81;0;0;J;Pressed
s09;124.84;0;1;J;Released
s09;124.86;1;1;K;Released
s09;125.23;1;0;K;Pressed
s09;125.34;1;1;K;Released
s09;125.73;0;0;J;Pressed
s09;125.84;0;1;J;Released
s09;127.31;0;0;J;Pressed
s09;127.31;1;0;K;Pressed
s09;127.39;0;1;J;Released
s09;127.39;1;1;K;Released
s09;127.77;0;0;J;Pressed
s09;127.78;1;0;K;Pressed
s09;127.86;1;1;K;Released
s09;127.89;0;1;J;Released
s09;128.25;1;0;K;Pressed
s09;128.31;1;1;K;Released
s09;128.7;0;0;J;Pressed
s09;128.8;0;1;J;Released
s09;130.19;0;0;J;Pressed
s09;130.19;1;0;K;Pressed
s09;130.25;0;1;J;Released
s09;130.27;1;1;K;Released
s09;130.8;0;0;J;Pressed
s09;130.8;1;0;K;Pressed
s09;130.86;0;1;J;Released
s09;130.87;1;1;K;Released
s09;131.48;1;0;K;Pressed
s09;131.55;1;1;K;Released
s09;132.02;0;0;J;Pressed
s09;132.11;0;1;J;Released
s09;133.55;0;0;J;Pressed
s09;133.55;1;0;K;Pressed
s09;133.61;0;1;J;Released
s09;133.62;1;1;K;Released
s09;133.98;0;0;J;Pressed
s09;133.98;1;0;K;Pressed
s09;134.06;0;1;J;Released
s09;134.06;1;1;K;Released
s09;134.61;1;0;K;Pressed
s09;134.66;1;1;K;Released
s09;135.11;0;0;J;Pressed
s09;135.2;0;1;J;Released
s09;135.69;1;0;K;Pressed
s09;135.78;1;1;K;Released
s09;137.44;0;0;J;Pressed
s09;137.44;1;0;K;Pressed
s09;137.53;0;1;J;Released
s09;137.55;1;1;K;Released
s09;137.98;1;0;K;Pressed
s09;138.09;1;1;K;Released
s09;138.48;0;0;J;Pressed
s09;138.56;0;1;J;Released
s09;139.84;1;0;K;Pressed
s09;139.86;0;0;J;Pressed
s09;139.89;0;1;J;Released
s09;139.94;1;1;K;Released
s09;140.33;1;0;K;Pressed
s09;140.44;1;1;K;Released
s09;141.34;1;0;K;Pressed
s09;141.47;1;1;K;Released
s09;142.0;0;0;J;Pressed
s09;142.0;1;0;K;Pressed
s09;142.09;0;1;J;Released
s09;142.11;1;1;K;Released
s09;144.0;0;0;J;Pressed
s09;144.0;1;0;K;Pressed
s09;144.06;0;1;J;Released
s09;144.08;1;1;K;Released
s09;159.45;0;0;J;Pressed
s09;159.52;0;1;J;Released
s09;160.22;0;0;J;Pressed
s09;160.39;0;1;J;Released
s09;162.67;0;0;J;Pressed
s09;162.81;0;1;J;Released
s09;163.58;0;0;J;Pressed
s09;163.67;0;1;J;Released
s09;165.89;0;0;J;Pressed
s09;165.97;0;1;J;Released
s09;166.55;0;0;J;Pressed
s09;166.61;0;1;J;Released
s09;168.98;0;0;J;Pressed
s09;169.05;0;1;J;Released
s09;169.69;0;0;J;Pressed
s09;169.73;0;1;J;Released
s09;172.16;0;0;J;Pressed
s09;172.22;0;1;J;Released
s09;172.77;0;0;J;Pressed
s09;172.86;0;1;J;Released
s09;175.33;0;0;J;Pressed
s09;175.42;0;1;J;Released
s09;175.89;0;0;J;Pressed
s09;175.97;0;1;J;Released
s09;178.55;0;0;J;Pressed
s09;178.64;0;1;J;Released
s09;179.12;0;0;J;Pressed
s09;179.22;0;1;J;Released
s09;183.83;1;0;K;Pressed
s09;183.94;1;1;K;Released
s09;184.34;0;0;J;Pressed
s09;184.34;1;0;K;Pressed
s09;184.45;0;1;J;Released
s09;184.47;1;1;K;Released
s09;189.55;0;0;J;Pressed
s09;189.64;0;1;J;Released
s09;190.34;0;0;J;Pressed
s09;190.34;1;0;K;Pressed
s09;190.41;0;1;J;Released
s09;190.42;1;1;K;Released
s09;191.17;1;0;K;Pressed
s09;191.23;1;1;K;Released
s09;191.97;1;0;K;Pressed
s09;192.03;1;1;K;Released
s09;1.22;0;0;J;Pressed
s09;1.23;1;0;K;Pressed
s09;1.3;0;1;J;Released
s09;1.33;1;1;K;Released
s09;1.73;1;0;K;Pressed
s09;1.87;1;1;K;Released
s09;2.2800000000000002;0;0;J;Pressed
s09;2.39;0;1;J;Released
s09;3.45;0;0;J;Pressed
s09;3.45;1;0;K;Pressed
s09;3.56;0;1;J;Released
s09;3.58;1;1;K;Released
s09;4.19;0;0;J;Pressed
s09;4.19;1;0;K;Pressed
s09;4.28;0;1;J;Released
s09;4.28;1;1;K;Released
s09;4.78;1;0;K;Pressed
s09;4.91;1;1;K;Released
s09;5.33;0;0;J;Pressed
s09;5.41;0;1;J;Released
s09;6.5;0;0;J;Pressed
s09;6.5;1;0;K;Pressed
s09;6.59;0;1;J;Released
s09;6.61;1;1;K;Released
s09;7.39;0;0;J;Pressed
s09;7.41;1;0;K;Pressed
s09;7.47;0;1;J;Released
s09;7.48;1;1;K;Released
s09;7.83;1;0;K;Pressed
s09;7.94;1;1;K;Released
s09;8.44;0;0;J;Pressed
s09;8.52;0;1;J;Released
s09;9.62;0;0;J;Pressed
s09;9.64;1;0;K;Pressed
s09;9.7;0;1;J;Released
s09;9.72;1;1;K;Released
s09;10.17;0;0;J;Pressed
s09;10.17;1;0;K;Pressed
s09;10.23;0;1;J;Released
s09;10.25;1;1;K;Released
s09;10.73;1;0;K;Pressed
s09;10.89;1;1;K;Released
s09;11.42;0;0;J;Pressed
s09;11.55;0;1;J;Released
s09;13.08;0;0;J;Pressed
s09;13.09;1;0;K;Pressed
s09;13.16;0;1;J;Released
s09;13.16;1;1;K;Released
s09;13.72;0;0;J;Pressed
s09;13.75;1;0;K;Pressed
s09;13.8;0;1;J;Released
s09;13.8;1;1;K;Released
s09;14.19;1;0;K;Pressed
s09;14.3;1;1;K;Released
s09;14.75;0;0;J;Pressed
s09;14.81;0;1;J;Released
s09;15.98;0;0;J;Pressed
s09;16.02;1;0;K;Pressed
s09;16.06;0;1;J;Released
s09;16.06;1;1;K;Released
s09;16.83;0;0;J;Pressed
s09;16.86;1;0;K;Pressed
s09;16.95;0;1;J;Released
s09;16.95;1;1;K;Released
s09;17.52;1;0;K;Pressed
s09;17.61;1;1;K;Released
s09;17.98;0;0;J;Pressed
s09;18.06;0;1;J;Released
s09;19.16;0;0;J;Pressed
s09;19.17;1;0;K;Pressed
s09;19.25;0;1;J;Released
s09;19.27;1;1;K;Released
s09;19.83;0;0;J;Pressed
s09;19.86;1;0;K;Pressed
s09;19.91;0;1;J;Released
s09;19.92;1;1;K;Released
s09;20.78;1;0;K;Pressed
s09;20.92;1;1;K;Released
s09;21.2;0;0;J;Pressed
s09;21.3;0;1;J;Released
s09;22.39;0;0;J;Pressed
s09;22.39;1;0;K;Pressed
s09;22.44;0;1;J;Released
s09;22.45;1;1;K;Released
s09;23.19;0;0;J;Pressed
s09;23.19;1;0;K;Pressed
s09;23.27;0;1;J;Released
s09;23.27;1;1;K;Released
s09;23.81;1;0;K;Pressed
s09;23.95;1;1;K;Released
s09;24.48;0;0;J;Pressed
s09;24.55;0;1;J;Released
s09;25.61;0;0;J;Pressed
s09;25.61;1;0;K;Pressed
s09;25.69;0;1;J;Released
s09;25.69;1;1;K;Released
s09;26.34;0;0;J;Pressed
s09;26.34;1;0;K;Pressed
s09;26.41;1;1;K;Released
s09;26.42;0;1;J;Released
s09;27.14;1;0;K;Pressed
s09;27.22;1;1;K;Released
s09;27.78;0;0;J;Pressed
s09;27.84;0;1;J;Released
s09;28.73;0;0;J;Pressed
s09;28.75;1;0;K;Pressed
s09;28.83;0;1;J;Released
s09;28.84;1;1;K;Released
s09;29.33;0;0;J;Pressed
s09;29.34;1;0;K;Pressed
s09;29.41;0;1;J;Released
s09;29.42;1;1;K;Released
s09;30.14;0;0;J;Pressed
s09;30.14;1;0;K;Pressed
s09;30.19;0;1;J;Released
s09;30.22;1;1;K;Released
s09;30.91;0;0;J;Pressed
s09;30.98;0;1;J;Released
s09;32.22;0;0;J;Pressed
s09;32.22;1;0;K;Pressed
s09;32.31;0;1;J;Released
s09;32.33;1;1;K;Released
s09;32.77;0;0;J;Pressed
s09;32.77;1;0;K;Pressed
s09;32.81;0;1;J;Released
s09;32.83;1;1;K;Released
s09;33.55;1;0;K;Pressed
s09;33.67;1;1;K;Released
s09;34.28;0;0;J;Pressed
s09;34.36;0;1;J;Released
s09;35.0;0;0;J;Pressed
s09;35.0;1;0;K;Pressed
s09;35.06;0;1;J;Released
s09;35.11;1;1;K;Released
s09;35.56;1;0;K;Pressed
s09;35.59;0;0;J;Pressed
s09;35.62;0;1;J;Released
s09;35.67;1;1;K;Released
s09;36.11;1;0;K;Pressed
s09;36.25;1;1;K;Released
s09;36.64;0;0;J;Pressed
s09;36.73;0;1;J;Released
s09;37.56;0;0;J;Pressed
s09;37.56;1;0;K;Pressed
s09;37.62;0;1;J;Released
s09;37.64;1;1;K;Released
s09;38.81;0;0;J;Pressed
s09;38.81;1;0;K;Pressed
s09;38.87;0;1;J;Released
s09;38.91;1;1;K;Released
s09;39.39;1;0;K;Pressed
s09;39.52;1;1;K;Released
s09;39.84;0;0;J;Pressed
s09;40.0;0;1;J;Released
s09;41.31;0;0;J;Pressed
s09;41.31;1;0;K;Pressed
s09;41.37;0;1;J;Released
s09;41.42;1;1;K;Released
s09;42.94;1;0;K;Pressed
s09;43.05;1;1;K;Released
s09;43.64;0;0;J;Pressed
s09;43.73;0;1;J;Released
s09;45.23;1;0;K;Pressed
s09;45.25;0;0;J;Pressed
s09;45.31;0;1;J;Released
s09;45.37;1;1;K;Released
s09;45.98;0;0;J;Pressed
s09;45.98;1;0;K;Pressed
s09;46.03;0;1;J;Released
s09;46.09;1;1;K;Released
s09;48.5;0;0;J;Pressed
s09;48.5;1;0;K;Pressed
s09;48.59;0;1;J;Released
s09;48.61;1;1;K;Released
s09;49.17;1;0;K;Pressed
s09;49.34;1;1;K;Released
s09;49.66;0;0;J;Pressed
s09;49.67;1;0;K;Pressed
s09;49.72;0;1;J;Released
s09;49.73;1;1;K;Released
s09;50.8;0;0;J;Pressed
s09;50.8;1;0;K;Pressed
s09;50.91;0;1;J;Released
s09;50.92;1;1;K;Released
s09;52.22;1;0;K;Pressed
s09;52.34;1;1;K;Released
s09;52.69;0;0;J;Pressed
s09;52.78;0;1;J;Released
s09;53.33;0;0;J;Pressed
s09;53.33;1;0;K;Pressed
s09;53.44;0;1;J;Released
s09;53.44;1;1;K;Released
s09;54.62;0;0;J;Pressed
s09;54.64;1;0;K;Pressed
s09;54.73;0;1;J;Released
s09;54.73;1;1;K;Released
s09;55.28;1;0;K;Pressed
s09;55.41;1;1;K;Released
s09;55.81;0;0;J;Pressed
s09;55.95;0;1;J;Released
s09;56.44;0;0;J;Pressed
s09;56.44;1;0;K;Pressed
s09;56.55;0;1;J;Released
s09;56.56;1;1;K;Released
s09;57.86;0;0;J;Pressed
s09;57.87;1;0;K;Pressed
s09;57.92;0;1;J;Released
s09;57.97;1;1;K;Released
s09;58.55;1;0;K;Pressed
s09;58.67;1;1;K;Released
s09;59.14;0;0;J;Pressed
s09;59.2;0;1;J;Released
